City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Laurel,US,39.0993,-76.8483,72.7,23,0,13.8,clear sky
342,Buraydah,SA,26.326,43.975,84.65,32,10,14.09,clear sky
343,Arauco,CL,-37.2463,-73.3175,59.23,64,15,5.53,few clouds
344,Saint-Francois,FR,46.4154,3.9054,65.64,52,0,9.22,clear sky
345,Onega,RU,63.9061,38.1404,27.05,87,26,6.6,scattered clouds
346,Entebbe,UG,0.0644,32.4469,72.21,79,55,10.76,light rain
347,Kamenka,RU,51.3223,42.7678,47.26,66,68,4.38,broken clouds
348,Luba,GQ,3.4568,8.5547,81.66,81,77,8.84,broken clouds
349,Bud,US,39.447,-86.1758,69.75,22,59,18.01,broken clouds
350,Axim,GH,4.8699,-2.2405,81.5,79,99,9.42,overcast clouds
351,Khakhea,BW,-24.6895,23.494,69.33,57,95,8.05,light rain
352,Sabha,LY,27.0377,14.4283,83.71,13,0,9.66,clear sky
353,Hemnesberget,NO,66.2333,13.6333,39.92,89,99,2.57,overcast clouds
354,Zabid,YE,14.1951,43.3152,87.76,40,8,3.29,clear sky
355,Voznesenye,RU,61.0106,35.4781,33.53,89,100,13.2,overcast clouds
356,Minudasht,IR,37.2289,55.3747,54.97,88,100,0.0,light rain
357,Puerto Colombia,CO,10.9878,-74.9547,93.29,72,82,21.63,broken clouds
358,Basoko,CD,1.2391,23.616,71.71,95,98,0.63,overcast clouds
359,Lokachi,UA,50.737,24.6494,52.75,93,100,6.62,overcast clouds
360,Lujan,AR,-34.5703,-59.105,69.82,56,0,1.99,clear sky
361,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,80.31,78,100,4.68,overcast clouds
362,Ugra,RU,54.7777,34.3267,43.29,98,100,3.76,overcast clouds
363,Finsterwalde,DE,51.6333,13.7167,47.17,93,100,10.92,overcast clouds
364,Straumen,NO,63.8709,11.2999,50.0,89,74,3.49,broken clouds
365,Gordeyevka,RU,52.9569,31.9703,50.59,77,100,8.19,overcast clouds
366,Hoopstad,ZA,-27.8327,25.9083,67.69,47,76,3.38,light rain
367,Carupano,VE,10.6678,-63.2585,83.86,64,100,13.82,overcast clouds
368,Siuna,NI,13.7332,-84.7773,89.37,42,100,3.71,overcast clouds
369,Kargil,IN,34.5667,76.1,33.04,57,90,5.39,overcast clouds
370,Bagamoyo,TZ,-6.4333,38.9,76.37,92,100,7.85,light rain
371,Lubango,AO,-14.9172,13.4925,64.26,72,75,6.91,thunderstorm
372,Stokmarknes,NO,68.5646,14.9108,39.18,60,100,4.61,overcast clouds
373,Huercal-Overa,ES,37.389,-1.9454,71.24,45,19,3.87,few clouds
374,Paamiut,GL,61.994,-49.6678,24.35,69,31,18.16,scattered clouds
375,Umm Kaddadah,SD,13.6017,26.6876,85.73,8,54,12.86,broken clouds
376,Shahjahanpur,IN,27.8833,79.9167,85.35,12,21,3.06,few clouds
377,Leninsk,RU,48.7119,45.1994,48.87,71,77,1.92,broken clouds
378,Copiapo,CL,-27.3667,-70.3333,62.29,34,8,8.75,clear sky
379,Jardim,BR,-21.4803,-56.1381,81.41,35,0,3.36,clear sky
380,Jeremie,HT,18.65,-74.1167,80.33,72,17,5.32,few clouds
381,Dinan,FR,48.4167,-2.25,61.75,70,37,7.02,scattered clouds
382,Mangrol,IN,21.1167,70.1167,80.01,76,0,8.37,clear sky
383,Reconquista,AR,-29.15,-59.65,70.47,43,0,6.85,clear sky
384,Alma,CA,48.5501,-71.6491,51.1,61,65,11.59,broken clouds
385,Dzhankoy,UA,45.7167,34.4,53.8,74,92,7.34,overcast clouds
386,Karakol,KG,42.4907,78.3936,44.73,49,11,6.8,few clouds
387,Skibbereen,IE,51.55,-9.2667,54.1,81,5,7.11,clear sky
388,Berlevag,NO,70.8578,29.0864,33.6,98,90,14.23,light snow
389,Sinnamary,GF,5.3833,-52.95,81.95,73,99,10.98,overcast clouds
390,Eirunepe,BR,-6.6603,-69.8736,78.91,90,94,2.75,overcast clouds
391,Nunoa,PE,-14.48,-70.6411,59.52,34,16,8.95,few clouds
392,Mathathane,BW,-22.2687,28.7495,84.65,32,85,10.25,overcast clouds
393,Weligama,LK,5.9667,80.4167,80.01,82,4,2.68,clear sky
394,Rio Bueno,CL,-40.3167,-72.9667,55.54,50,14,3.87,few clouds
395,Sao Filipe,CV,14.8961,-24.4956,70.97,77,4,7.36,clear sky
396,Veraval,IN,20.9,70.3667,79.88,77,0,9.4,clear sky
397,Necochea,AR,-38.5473,-58.7368,67.46,45,0,11.34,clear sky
398,Sinegorskiy,RU,48.0139,40.8447,50.32,70,52,6.96,broken clouds
399,Trofors,NO,65.5333,13.4063,30.56,84,99,4.63,overcast clouds
400,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,100,100,12.66,overcast clouds
401,George,ZA,-33.963,22.4617,53.15,76,20,4.61,few clouds
402,Wageningen,NL,51.9667,5.6667,54.1,78,100,4.61,overcast clouds
403,Yar-Sale,RU,66.8333,70.8333,19.22,90,98,5.68,overcast clouds
404,Rio Gallegos,AR,-51.6226,-69.2181,51.85,82,75,6.91,broken clouds
405,Middlebury,US,44.0153,-73.1673,60.39,27,75,8.99,broken clouds
406,Aguimes,ES,27.9054,-15.4461,71.65,60,20,32.21,few clouds
407,Parral,MX,26.9333,-105.6667,78.12,8,99,2.42,overcast clouds
408,Griffin,US,33.2468,-84.2641,75.25,31,0,12.66,clear sky
409,Zapresic,HR,45.8564,15.8078,60.8,71,99,2.46,overcast clouds
410,Tiznit,MA,29.5833,-9.5,76.71,31,67,6.17,broken clouds
411,Kilindoni,TZ,-7.9139,39.6668,82.13,81,100,17.4,moderate rain
412,Umtata,ZA,-31.5889,28.7844,52.36,100,100,3.44,light rain
413,Elizabeth City,US,36.2946,-76.2511,71.62,29,0,14.97,clear sky
414,Santiago Del Estero,AR,-27.7951,-64.2615,71.78,39,61,7.92,broken clouds
415,Kortkeros,RU,61.8106,51.5806,32.18,83,100,9.57,overcast clouds
416,Izmit,TR,40.7669,29.9169,57.18,58,0,5.75,clear sky
417,Barcelos,PT,41.5388,-8.6151,73.92,71,79,5.64,broken clouds
418,Mazyr,BY,52.0495,29.2456,50.27,92,100,11.9,overcast clouds
419,Mamou,GN,10.5,-12.0,93.24,23,35,10.33,scattered clouds
420,Castro,BR,-24.7911,-50.0119,66.85,44,0,5.79,clear sky
421,Puerto Ayacucho,VE,5.6639,-67.6236,81.73,73,100,5.21,overcast clouds
422,Akdepe,TM,42.0551,59.3788,65.14,37,99,13.02,overcast clouds
423,Wiarton,CA,44.7407,-81.1332,51.49,42,100,23.02,overcast clouds
424,Dalvik,IS,65.9702,-18.5286,51.73,83,99,14.63,overcast clouds
425,Lamu,KE,-2.2717,40.902,84.42,79,91,11.97,overcast clouds
426,Riyadh,SA,24.6877,46.7219,87.94,30,94,8.23,light rain
427,Goderich,CA,43.7501,-81.7165,49.91,49,89,20.71,overcast clouds
428,Koutiala,ML,12.3917,-5.4642,100.45,21,50,6.35,scattered clouds
429,Otavi,NA,-19.65,17.3333,69.39,34,35,7.34,scattered clouds
430,Verkhnyaya Toyma,RU,62.2349,44.9985,26.28,90,95,5.46,overcast clouds
431,Chadiza,ZM,-14.0678,32.4392,66.92,91,64,2.08,broken clouds
432,Jumla,NP,29.2747,82.1838,47.89,49,48,6.17,scattered clouds
433,Tazovskiy,RU,67.4667,78.7,22.87,92,60,13.11,broken clouds
434,Tamandare,BR,-8.7597,-35.1047,84.79,63,43,10.27,scattered clouds
435,Dunda,TZ,-8.1167,34.25,67.66,88,78,4.59,light rain
436,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,60,20,12.28,few clouds
437,Gravdal,NO,68.1214,13.5031,37.29,74,100,11.27,overcast clouds
438,Naron,ES,43.5167,-8.1528,66.69,78,6,3.67,clear sky
439,Ulsteinvik,NO,62.3432,5.8487,50.9,78,99,1.99,overcast clouds
440,Yomou,GN,7.5603,-9.2653,81.81,71,95,4.94,overcast clouds
441,Werda,BW,-25.2667,23.2833,66.96,67,62,6.04,broken clouds
442,Sioux Lookout,CA,50.1001,-91.917,17.67,67,100,13.8,overcast clouds
443,Carnot,CF,4.9409,15.8665,74.14,82,71,1.28,light rain
444,Okakarara,NA,-20.5833,17.4333,71.04,39,68,2.48,broken clouds
445,Merrill,US,45.1805,-89.6835,29.59,56,40,17.27,scattered clouds
446,Moletai,LT,55.2333,25.4167,37.47,96,100,14.27,overcast clouds
447,Waren,DE,53.5167,12.6833,41.41,83,99,11.23,overcast clouds
448,Mocuba,MZ,-16.8392,36.9856,75.2,92,7,5.73,clear sky
449,Olinda,BR,-8.0089,-34.8553,87.53,58,20,9.22,few clouds
450,Xuddur,SO,4.1213,43.8894,86.31,45,93,9.75,overcast clouds
451,Peruibe,BR,-24.32,-46.9983,71.26,56,43,8.55,scattered clouds
452,Taltal,CL,-25.4,-70.4833,64.9,68,1,6.87,clear sky
453,Doha,QA,25.2867,51.5333,91.71,45,0,9.22,clear sky
454,Zharkent,KZ,44.1628,80.0,61.68,23,0,4.72,clear sky
455,Kayes,ML,14.0,-11.0,105.73,6,72,6.22,broken clouds
456,Santa Cruz,BO,-17.8,-63.1667,78.85,44,20,17.27,few clouds
457,Arlit,NE,18.7369,7.3853,94.57,7,53,12.15,broken clouds
458,Filingue,NE,14.3521,3.3168,98.82,16,96,6.22,overcast clouds
459,Bukama,CD,-9.2,25.85,72.99,92,100,1.05,overcast clouds
460,Mastic,US,40.802,-72.8409,68.36,42,0,17.27,clear sky
461,Ayorou,NE,14.7308,0.9174,97.68,11,97,3.89,overcast clouds
462,Nizwa,OM,22.9333,57.5333,89.24,14,70,3.76,broken clouds
463,Mopti,ML,14.6667,-4.0,103.89,10,22,4.83,few clouds
464,Esmeraldas,BR,-19.7625,-44.3139,80.71,58,50,8.14,scattered clouds
465,Muisne,EC,0.6,-80.0333,80.1,77,91,8.25,overcast clouds
466,Ruda Nad Moravou,CZ,49.981,16.8778,48.22,86,62,8.75,broken clouds
467,Porto Santo,PT,33.072,-16.3415,64.78,72,20,13.8,few clouds
468,Touros,BR,-5.1989,-35.4608,85.93,65,45,12.08,scattered clouds
469,Holysov,CZ,49.5936,13.1013,53.44,60,75,5.75,broken clouds
470,Mitrofanovka,RU,49.9708,39.6939,50.5,57,80,2.8,broken clouds
471,Puerto Madryn,AR,-42.7692,-65.0385,78.75,23,0,6.04,clear sky
472,Iquique,CL,-20.2208,-70.1431,68.04,66,1,7.45,clear sky
473,Naumburg,DE,51.15,11.8167,53.71,72,99,10.69,overcast clouds
474,Bisert,RU,56.8617,59.0523,43.72,78,77,7.92,broken clouds
475,Jaciara,BR,-15.9653,-54.9683,80.64,73,72,6.26,broken clouds
476,Gazanjyk,TM,39.2446,55.5154,61.7,41,93,16.84,overcast clouds
477,Gusau,NG,12.1628,6.6614,91.13,29,91,3.18,overcast clouds
478,Vilhena,BR,-12.7406,-60.1458,80.82,69,75,8.05,broken clouds
479,Ust-Koksa,RU,50.2696,85.6108,37.18,62,0,2.1,clear sky
480,Sfantu Gheorghe,RO,45.8667,25.7833,58.82,65,41,3.04,scattered clouds
481,Hualmay,PE,-11.0964,-77.6139,72.46,70,30,12.93,scattered clouds
482,Asuncion,PY,-25.3007,-57.6359,74.89,41,0,4.61,clear sky
483,Brest,BY,52.1,23.7,50.4,87,96,10.36,overcast clouds
484,Sehithwa,BW,-20.4667,22.7167,77.23,42,61,6.6,broken clouds
485,Panaba,MX,21.2833,-88.2667,97.48,31,71,10.29,broken clouds
486,Horta,PT,38.5333,-28.6333,60.44,77,75,17.27,broken clouds
487,Jega,NG,12.2175,4.3792,86.23,51,75,5.06,light rain
488,Thompson,CA,55.7435,-97.8558,17.76,41,75,14.97,broken clouds
489,Alcacer Do Sal,PT,38.3733,-8.5144,73.4,52,35,3.36,scattered clouds
490,Lethem,GY,3.3803,-59.7968,84.06,59,100,12.39,overcast clouds
491,Salamanca,ES,40.8333,-6.0,71.38,57,21,3.58,few clouds
492,Aktau,KZ,43.65,51.2,50.58,67,39,15.23,scattered clouds
493,Videira,BR,-27.0083,-51.1517,66.87,41,0,4.74,clear sky
494,Pathalgaon,IN,22.5667,83.4667,84.0,13,76,4.0,broken clouds
495,Havelock,US,34.8791,-76.9013,74.98,34,20,23.02,few clouds
496,Nunchia,CO,5.6406,-72.1986,86.52,58,100,1.92,overcast clouds
497,Port Hawkesbury,CA,45.6169,-61.3485,42.89,92,100,12.66,overcast clouds
498,Rundu,NA,-17.9333,19.7667,73.06,54,71,4.94,broken clouds
499,Rudsar,IR,37.1376,50.288,53.58,74,29,4.54,scattered clouds
500,Seminole,US,28.7086,-81.2081,88.5,76,40,10.36,scattered clouds
501,Sembe,CG,1.6481,14.5806,73.4,90,76,2.44,broken clouds
502,Sokoni,TZ,-6.4333,39.55,80.73,82,100,16.78,moderate rain
503,Georgiyevka,KZ,43.0369,74.7114,57.24,77,0,6.71,clear sky
504,Shubarkuduk,KZ,49.1447,56.4872,50.59,52,9,8.25,clear sky
505,Chodavaram,IN,17.8333,82.95,82.67,59,100,2.04,overcast clouds
506,Pataskala,US,39.9956,-82.6743,67.86,25,0,24.16,clear sky
507,Cockburn Town,TC,21.4612,-71.1419,82.36,69,40,23.02,scattered clouds
508,Hennigsdorf,DE,52.636,13.2042,47.08,86,94,3.0,overcast clouds
509,Elbasan,AL,41.1125,20.0822,57.92,87,97,0.54,overcast clouds
510,Tadpatri,IN,14.9167,78.0167,90.1,42,53,10.31,broken clouds
511,Mayumba,GA,-3.432,10.6554,78.4,88,100,5.64,light rain
512,Springbok,ZA,-29.6643,17.8865,60.26,36,3,8.14,clear sky
513,Safranbolu,TR,41.2508,32.6942,49.55,82,16,2.35,few clouds
514,Adre,TD,13.4667,22.2,86.77,12,97,5.21,overcast clouds
515,Scarborough,GB,54.2797,-0.4044,56.77,83,98,8.01,overcast clouds
516,Mossendjo,CG,-2.9506,12.7261,69.62,99,100,0.56,light rain
517,Luau,AO,-10.7073,22.2247,68.32,91,82,1.68,light rain
518,Chuchkovo,RU,54.2693,41.4465,43.57,66,93,2.91,overcast clouds
519,Marzuq,YE,14.4,46.4667,71.6,44,3,8.12,clear sky
520,Kananga,CD,-5.8958,22.4178,71.28,95,100,3.53,light rain
521,Maceio,BR,-9.6658,-35.7353,89.04,62,40,11.5,scattered clouds
522,Jalu,LY,29.0331,21.5482,86.86,11,88,24.94,overcast clouds
523,Krasnoselkup,RU,65.7,82.4667,28.62,92,100,8.93,overcast clouds
524,Belyy Yar,RU,53.6039,91.3903,37.29,35,77,2.24,smoke
525,San Cristobal,VE,7.7669,-72.225,82.58,58,92,6.22,overcast clouds
526,Sambava,MG,-14.2667,50.1667,77.59,89,69,10.71,light rain
527,Port Blair,IN,11.6667,92.75,80.64,89,20,4.61,mist
528,Illapel,CL,-31.6308,-71.1653,70.47,50,10,7.36,clear sky
529,Teguise,ES,29.0605,-13.564,73.62,47,20,18.41,few clouds
530,Tadepallegudem,IN,16.8333,81.5,82.76,78,85,10.04,overcast clouds
531,Montes Altos,BR,-5.8333,-47.0667,86.88,63,39,2.62,scattered clouds
532,Mardin,TR,37.3131,40.7436,54.66,44,0,2.3,clear sky
533,Patti,IN,31.2808,74.8572,77.07,23,4,8.14,clear sky
534,Jever,DE,53.5833,7.9,49.98,87,77,7.02,broken clouds
535,Siwana,IN,25.6333,72.4167,85.95,31,0,9.71,clear sky
536,Coxim,BR,-18.5067,-54.76,84.38,52,0,4.32,clear sky
537,Sao Goncalo Do Sapucai,BR,-21.8922,-45.5953,69.39,72,89,5.88,overcast clouds
538,Thinadhoo,MV,0.5333,72.9333,83.71,65,9,1.52,clear sky
539,Ilo,PE,-17.6394,-71.3375,70.66,73,75,12.66,broken clouds
540,San Carlos De Bariloche,AR,-41.1456,-71.3082,64.15,32,0,20.71,clear sky
541,Lebork,PL,54.5392,17.7501,40.91,88,72,13.49,broken clouds
542,Barcelona,ES,41.3888,2.159,76.3,52,0,8.05,clear sky
543,Chepareria,KE,1.3077,35.2039,63.41,89,100,1.21,light rain
544,Pustoshka,RU,56.3355,29.369,37.45,89,99,8.61,overcast clouds
545,Senanga,ZM,-16.1167,23.2667,74.55,67,69,0.87,broken clouds
546,Mala,PE,-12.6581,-76.6308,72.54,71,32,8.57,scattered clouds
547,Salisbury,GB,51.0693,-1.7957,67.8,56,6,10.36,clear sky
548,Hudiksvall,SE,61.729,17.1036,35.06,74,39,1.88,scattered clouds
549,Gbarnga,LR,6.9956,-9.4722,78.93,86,100,4.03,light rain
550,Kyshtovka,RU,56.555,76.6271,47.86,66,59,8.81,broken clouds
551,Khor,RU,47.8861,134.9464,40.33,47,96,12.82,overcast clouds
552,Knysna,ZA,-34.0363,23.0471,58.35,69,100,3.58,overcast clouds
553,Karlskrona,SE,56.1616,15.5866,45.05,65,17,13.06,few clouds
554,Oneonta,US,42.4529,-75.0638,62.29,32,4,16.64,clear sky
555,Saratov,RU,51.5667,46.0333,45.23,66,59,7.36,broken clouds
556,Sept-Iles,CA,50.2001,-66.3821,35.06,95,100,14.97,light rain
557,Kudahuvadhoo,MV,2.6708,72.8944,84.42,69,17,5.14,few clouds
558,Yarada,IN,17.65,83.2667,83.59,74,95,10.36,overcast clouds
559,Puerto El Triunfo,SV,13.2833,-88.55,88.9,56,34,13.22,scattered clouds
560,Kavaratti,IN,10.5669,72.642,83.52,72,44,1.21,scattered clouds
561,Harwich,GB,51.9419,1.2844,58.17,84,89,4.0,overcast clouds
562,Shahrud,IR,36.4182,54.9763,54.48,64,74,12.33,broken clouds
563,Muravlenko,RU,63.7898,74.523,32.86,99,100,9.33,light snow
564,Mahenge,TZ,-8.6833,36.7167,64.33,96,95,2.48,light rain
565,Alghero,IT,40.5589,8.3181,68.09,45,0,9.22,clear sky
566,Petrinja,HR,45.4375,16.29,60.13,85,87,5.23,overcast clouds
567,Soyo,AO,-6.1349,12.3689,76.44,93,100,9.35,moderate rain
568,Marienburg,PL,54.0359,19.0266,40.87,86,100,16.96,overcast clouds
569,Kalmunai,LK,7.4167,81.8167,80.2,87,10,11.03,clear sky
570,Nouakchott,MR,18.0858,-15.9785,69.06,71,0,17.78,clear sky
571,Tambovka,RU,50.0969,128.0489,39.24,56,100,17.4,overcast clouds
572,Tucuman,AR,-26.8241,-65.2226,73.4,49,20,8.05,few clouds
573,Turbat,PK,26.0023,63.044,86.61,36,17,2.71,few clouds
574,Murnau,DE,48.2302,12.2943,62.22,82,79,7.76,broken clouds
575,Key Largo,US,25.0865,-80.4473,82.4,71,76,9.35,broken clouds
576,Raichur,IN,16.2,77.3667,87.6,38,99,15.23,overcast clouds
577,Mitu,CO,1.1983,-70.1733,84.4,69,87,2.68,overcast clouds
578,Nantucket,US,41.2835,-70.0995,64.54,42,0,14.97,clear sky
579,Blackpool,GB,53.8167,-3.05,64.13,67,40,10.36,scattered clouds
580,Kathu,TH,7.9178,98.3332,88.7,70,77,11.79,broken clouds
581,Funadhoo,MV,6.15,73.2667,84.6,72,20,7.9,few clouds
582,Asosa,ET,10.0667,34.5333,64.17,75,100,3.36,overcast clouds
583,Outjo,NA,-20.1167,16.15,72.79,32,9,9.31,clear sky
584,Umm Lajj,SA,25.0213,37.2685,77.18,57,0,7.56,clear sky
585,Canalete,CO,8.6761,-76.2042,90.46,68,100,7.47,overcast clouds
586,Maravilha,BR,-26.7608,-53.1725,69.8,45,0,5.19,clear sky
587,Cutlerville,US,42.8409,-85.6636,44.49,45,100,28.77,overcast clouds
588,Cap Malheureux,MU,-19.9842,57.6142,74.46,85,9,5.01,clear sky
589,Gulu,UG,2.7746,32.299,63.64,97,97,3.51,light rain
590,Mazagao,BR,-0.115,-51.2894,91.45,75,100,4.65,overcast clouds
591,Bari,IT,41.1177,16.8512,63.88,57,0,2.3,clear sky
592,Bure,ET,10.7,37.0667,70.92,42,99,7.36,overcast clouds
593,Ugoofaaru,MV,5.6667,73.0,84.63,72,32,8.37,scattered clouds
594,Bastia,FR,42.6667,9.3333,67.8,53,0,3.44,clear sky
595,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,74,20,14.97,few clouds
596,Hilsa,IN,25.3167,85.2833,93.13,12,81,6.42,broken clouds
597,Girne,CY,35.3417,33.3167,62.15,62,0,8.41,clear sky
598,Umea,SE,63.8284,20.2597,35.53,75,0,3.44,clear sky
599,Dosso,NE,13.049,3.1937,88.12,43,82,15.37,broken clouds
600,Turochak,RU,52.2576,87.1224,35.98,88,9,3.09,clear sky
601,Islamkot,PK,24.6997,70.177,80.11,65,0,15.03,clear sky
602,Ancud,CL,-41.8697,-73.8203,59.23,78,75,3.65,broken clouds
603,Edd,ER,13.9297,41.6925,88.14,44,8,7.02,clear sky
604,Tinaquillo,VE,9.9186,-68.3047,86.07,42,97,7.25,overcast clouds
605,Orumiyeh,IR,37.5527,45.0761,47.75,34,20,2.3,few clouds
606,Suoyarvi,RU,62.0833,32.35,31.44,90,96,10.31,overcast clouds
607,Tonekabon,IR,36.8163,50.8738,53.55,65,37,2.8,scattered clouds
608,Manbij,SY,36.5281,37.9549,59.16,38,80,8.7,broken clouds
609,Nikolayevskaya,RU,47.6139,41.5023,53.13,73,90,8.72,overcast clouds
610,Arcos De La Frontera,ES,36.7508,-5.8106,73.96,67,11,5.57,few clouds
611,Rugby,GB,52.3709,-1.2642,67.73,76,83,1.19,broken clouds
612,Bronnoysund,NO,65.4625,12.1997,44.6,45,95,5.01,overcast clouds
613,Middletown,US,39.5151,-84.3983,71.1,23,0,27.63,clear sky
614,Kabinda,CD,-6.1333,24.4833,67.93,95,78,4.94,broken clouds
615,Kibondo,TZ,-3.5864,30.7203,63.54,91,100,1.63,light rain
616,Kirovsk,UA,48.6375,38.6428,50.86,67,62,7.74,broken clouds
617,Danville,US,36.586,-79.395,71.87,19,0,1.99,clear sky
618,Bubanza,BI,-3.1167,29.4,70.47,92,100,1.43,moderate rain
619,Mehamn,NO,71.0357,27.8492,36.14,99,99,22.39,light rain
620,Rumphi,MW,-11.0186,33.8575,64.94,96,68,4.09,broken clouds
621,Mananjary,MG,-21.2167,48.3333,75.31,90,10,3.87,light rain
622,Casma,CL,-41.0082,-73.1244,55.0,73,69,4.14,broken clouds
623,Marsabit,KE,2.3284,37.9899,72.3,59,100,12.17,overcast clouds
624,Bazarnyye Mataki,RU,54.8833,49.9333,35.76,77,100,15.77,overcast clouds
625,Tabuk,PH,17.4189,121.4443,73.27,90,100,6.6,overcast clouds
626,Molokovo,RU,58.1661,36.7628,33.01,99,100,8.79,snow
627,Pronsk,RU,54.1048,39.6092,47.03,74,95,1.83,overcast clouds
628,Emborion,GR,40.4833,21.55,57.56,80,74,0.63,broken clouds
629,Razole,IN,16.4833,81.8333,81.19,88,73,8.66,broken clouds
630,Odweyne,SO,9.4092,45.064,85.62,28,81,7.09,broken clouds
631,Saint-Georges,GD,12.0564,-61.7485,83.88,70,20,23.02,few clouds
632,Tromso,NO,69.6496,18.957,40.37,60,20,8.05,few clouds
633,Bloemfontein,ZA,-29.1211,26.214,54.88,82,40,4.61,scattered clouds
634,Tanout,NE,14.9709,8.8879,92.44,23,73,9.22,broken clouds
635,Banfora,BF,10.6333,-4.7667,94.06,35,100,2.48,overcast clouds
636,Makat,KZ,47.6469,53.3463,54.36,51,4,12.41,clear sky
637,San Andres,CO,12.5847,-81.7006,86.02,66,20,13.8,few clouds
638,Boyuibe,BO,-20.4167,-63.2833,76.59,35,2,7.16,clear sky
639,Siverek,TR,37.755,39.3167,53.62,46,87,6.13,overcast clouds
640,Omboue,GA,-1.5746,9.2618,77.31,91,100,2.68,overcast clouds
641,Kandalaksha,RU,67.162,32.4123,22.33,90,19,3.06,few clouds
642,Disraeli,CA,45.9001,-71.3491,53.22,37,29,3.0,scattered clouds
643,Menongue,AO,-14.6585,17.691,63.97,92,69,4.97,moderate rain
644,Suleja,NG,9.1758,7.1808,81.59,51,75,2.82,light rain
645,Bafq,IR,31.6128,55.4107,78.08,26,99,4.25,overcast clouds
646,Tarko-Sale,RU,64.9225,77.785,31.23,98,100,2.15,light snow
647,Makokou,GA,0.5738,12.8642,72.88,92,92,2.55,overcast clouds
648,Alexandria,EG,31.2156,29.9553,62.56,63,40,11.5,scattered clouds
649,Asha,RU,54.9973,57.2722,42.1,96,92,13.02,heavy intensity rain
650,Aswan,EG,24.0934,32.907,92.5,6,0,6.91,clear sky
651,Quepos,CR,9.4236,-84.1652,86.68,67,73,6.04,broken clouds
652,Saint Anthony,US,45.0205,-93.218,31.66,51,40,21.85,scattered clouds
653,Killybegs,IE,54.6333,-8.45,53.31,78,78,5.59,broken clouds
654,Greencastle,US,39.6445,-86.8647,67.15,24,0,18.41,clear sky
655,Mariakani,KE,-3.8633,39.4736,77.34,84,88,7.25,overcast clouds
656,Gorur,IN,12.8194,76.0717,71.85,84,38,9.6,scattered clouds
657,Dubai,AE,25.2582,55.3047,93.13,27,0,3.44,clear sky
658,Nueva Guinea,NI,11.6876,-84.4562,90.82,39,82,15.08,broken clouds
659,Coruripe,BR,-10.1256,-36.1756,85.75,65,68,16.98,broken clouds
660,Saint-Louis,SN,16.3333,-15.0,101.41,9,6,10.8,clear sky
661,Llanes,ES,43.4198,-4.7549,60.53,86,3,5.39,clear sky
662,Bay Roberts,CA,47.5999,-53.2648,44.51,59,49,2.55,scattered clouds
663,Perleberg,DE,53.0667,11.8667,45.86,86,98,10.07,overcast clouds
664,Kindu,CD,-2.95,25.95,69.3,100,100,0.49,overcast clouds
665,Itanhandu,BR,-22.2958,-44.9347,64.89,77,78,6.55,broken clouds
666,Puerto Leguizamo,CO,-0.1934,-74.7819,82.83,74,83,2.86,broken clouds
667,Miraflores,MX,19.2167,-98.8083,76.03,40,79,2.57,broken clouds
668,Metu,ET,8.3,35.5833,59.56,96,100,1.03,overcast clouds
669,Dwarka,IN,22.2394,68.9678,80.26,81,1,14.07,clear sky
670,Leh,IN,34.1667,77.5833,38.88,45,84,5.5,broken clouds
671,Karoi,ZW,-16.8099,29.6925,67.86,77,33,3.94,scattered clouds
672,Tacna,PE,-18.0056,-70.2483,68.2,56,20,9.22,few clouds
673,Kochevo,RU,59.5994,54.3125,28.36,96,100,7.43,light snow
674,Ornskoldsvik,SE,63.2909,18.7153,38.35,70,41,8.05,scattered clouds
675,Abha,SA,18.2164,42.5053,69.62,49,40,0.0,scattered clouds
676,Surazh,RU,53.0175,32.3918,50.72,75,100,9.37,overcast clouds
677,Isla Mujeres,MX,21.2311,-86.731,84.25,69,66,12.26,broken clouds
678,Port Said,EG,31.2565,32.2841,64.38,72,0,13.8,clear sky
679,Senno,RU,59.5336,33.9167,34.27,98,99,6.55,light snow
680,Udupi,IN,13.35,74.75,83.44,82,35,1.39,scattered clouds
681,Buique,BR,-8.6231,-37.1558,84.54,41,81,3.96,broken clouds
682,Minab,IR,27.1467,57.0801,86.32,30,88,4.61,haze
683,Kpandu,GH,6.9954,0.2931,86.74,62,72,4.52,broken clouds
684,Aras,ES,42.5617,-2.356,72.01,41,20,8.05,few clouds
685,Marolambo,MG,-20.05,48.1167,69.19,99,36,1.54,scattered clouds
686,Savinka,RU,50.0785,47.0994,48.9,75,97,8.08,overcast clouds
687,Pervomaysk,UA,48.0443,30.8507,56.14,55,62,10.94,broken clouds
688,Kutiyana,IN,21.6233,69.9817,80.24,71,0,7.05,clear sky
689,Evanton,GB,57.6638,-4.34,62.26,77,100,5.19,overcast clouds
690,Kastamonu,TR,41.5,33.6667,44.38,77,17,3.11,few clouds
691,Atbasar,KZ,51.8,68.3333,58.51,41,77,9.69,broken clouds
