City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Gigmoto,13.7796,124.39,81.19,84,99,12.57,PH,2022-04-06 04:11:50
293,Kuznechnoye,61.12,29.8686,28.0,80,100,10.83,RU,2022-04-06 04:11:51
294,Evensk,61.95,159.2333,21.88,69,6,2.39,RU,2022-04-06 04:11:51
295,Bambanglipuro,-7.95,110.2833,84.34,69,88,6.4,ID,2022-04-06 04:11:52
296,Afsin,38.2477,36.914,51.44,54,100,0.56,TR,2022-04-06 04:11:53
297,Tessalit,20.1986,1.0114,80.6,7,0,4.68,ML,2022-04-06 04:11:53
298,Ahipara,-35.1667,173.1667,71.56,74,22,9.37,NZ,2022-04-06 04:11:54
299,Leningradskiy,69.3833,178.4167,-4.45,91,95,21.81,RU,2022-04-06 04:11:54
300,Tura,25.5198,90.2201,83.12,57,14,4.76,IN,2022-04-06 04:11:55
301,Iqaluit,63.7506,-68.5145,0.7,70,100,31.0,CA,2022-04-06 04:11:55
302,Alekseyevsk,57.8406,108.3492,31.15,82,100,6.71,RU,2022-04-06 04:11:56
303,Shache,38.4167,77.2406,72.16,11,0,4.68,CN,2022-04-06 04:11:57
304,Khasan,42.4308,130.6434,43.3,23,16,19.04,RU,2022-04-06 04:11:57
305,Eskil,38.4017,33.4131,51.1,60,63,7.83,TR,2022-04-06 04:11:57
306,Abu Samrah,35.3029,37.1841,65.7,29,98,5.19,SY,2022-04-06 04:11:58
307,Porto Empedocle,37.2934,13.5264,46.31,79,1,7.07,IT,2022-04-06 04:11:58
308,Doha,25.2867,51.5333,78.78,25,0,3.44,QA,2022-04-06 04:11:59
309,Pacific Grove,36.6177,-121.9166,58.21,78,0,4.61,US,2022-04-06 04:11:59
310,Ouesso,1.6136,16.0517,65.32,98,100,1.39,CG,2022-04-06 04:12:00
311,Noumea,-22.2763,166.4572,80.01,99,100,15.93,NC,2022-04-06 04:10:53
312,Santa Cruz,-17.8,-63.1667,72.86,88,4,2.3,BO,2022-04-06 04:12:00
313,Kununurra,-15.7667,128.7333,96.78,44,17,5.75,AU,2022-04-06 04:11:20
314,Campo Verde,-20.4167,-54.0667,76.46,71,84,4.81,BR,2022-04-06 04:12:01
315,Camacha,33.0833,-16.3333,54.82,54,40,14.97,PT,2022-04-06 04:12:01
316,Fort Nelson,58.8053,-122.7002,30.25,99,100,2.3,CA,2022-04-06 04:12:02
317,Port-Gentil,-0.7193,8.7815,79.66,84,100,7.9,GA,2022-04-06 04:12:03
318,Arambagh,22.8833,87.7833,93.02,36,7,14.38,IN,2022-04-06 04:12:03
319,Prabumulih,-3.45,104.25,89.96,56,70,1.68,ID,2022-04-06 04:12:33
320,Elizabeth City,36.2946,-76.2511,65.01,94,100,20.71,US,2022-04-06 04:10:33
321,Viransehir,37.2353,39.7631,57.25,55,98,9.15,TR,2022-04-06 04:12:34
322,Oktyabrskiy,54.4815,53.471,27.99,89,62,6.08,RU,2022-04-06 04:12:34
323,Chor,25.5167,69.7667,95.61,14,95,7.34,PK,2022-04-06 04:12:35
324,Rumoi,43.9344,141.6428,39.58,58,95,16.6,JP,2022-04-06 04:12:35
325,Boromo,11.75,-2.9333,88.93,39,79,4.45,BF,2022-04-06 04:12:36
326,Port Lincoln,-34.7333,135.8667,67.01,60,22,14.14,AU,2022-04-06 04:12:37
327,New Port Richey,28.2442,-82.7193,77.14,89,69,1.99,US,2022-04-06 04:12:37
328,Omboue,-1.5746,9.2618,76.15,92,100,3.96,GA,2022-04-06 04:12:38
329,Paraiso,9.8383,-83.8656,67.87,100,99,2.46,CR,2022-04-06 04:12:38
330,Mackenzie,55.2999,-123.1698,33.03,73,100,6.31,CA,2022-04-06 04:12:39
331,Ixtapa,20.7,-105.2,65.91,87,4,2.08,MX,2022-04-06 04:12:39
332,Sioux Lookout,50.1001,-91.917,33.87,86,100,8.05,CA,2022-04-06 04:11:17
333,Canora,51.6333,-102.4343,33.62,95,100,9.57,CA,2022-04-06 04:12:40
334,Adrar,20.5022,-10.0711,68.83,35,3,11.34,MR,2022-04-06 04:12:40
335,Shizunai,42.3339,142.3669,42.26,91,79,12.19,JP,2022-04-06 04:12:41
336,Bafia,4.75,11.2333,70.5,97,100,2.95,CM,2022-04-06 04:12:42
337,Listvyagi,53.6772,86.951,55.33,40,75,7.45,RU,2022-04-06 04:12:42
338,Shiyan,32.6475,110.7781,81.23,28,34,6.44,CN,2022-04-06 04:12:43
339,Komsomolskiy,40.4272,71.7189,70.52,30,18,0.0,UZ,2022-04-06 04:12:43
340,Puri,19.8,85.85,84.72,72,67,14.0,IN,2022-04-06 04:10:11
341,Tuy Hoa,13.0833,109.3,77.63,83,99,16.84,VN,2022-04-06 04:12:44
342,Wyszkow,52.5928,21.4584,42.94,98,100,3.69,PL,2022-04-06 04:12:44
343,Taloqan,36.7361,69.5345,76.03,20,4,4.56,AF,2022-04-06 04:12:45
344,Faanui,-16.4833,-151.75,82.78,76,12,20.49,PF,2022-04-06 04:12:45
345,Tainan,22.9908,120.2133,78.71,53,40,6.91,TW,2022-04-06 04:12:45
346,Manokwari,-0.8667,134.0833,83.3,76,82,6.22,ID,2022-04-06 04:12:46
347,Mus,39.0,41.75,41.04,88,85,5.23,TR,2022-04-06 04:12:46
348,Thinadhoo,0.5333,72.9333,82.2,72,4,2.86,MV,2022-04-06 04:12:46
349,Giera,45.4072,20.9922,41.14,69,14,3.85,RO,2022-04-06 04:12:47
350,Itupeva,-23.1531,-47.0578,69.84,83,20,12.66,BR,2022-04-06 04:11:35
351,Mount Isa,-20.7333,139.5,94.77,8,0,13.8,AU,2022-04-06 04:12:47
352,Latung,5.5,120.8833,81.84,73,99,7.27,PH,2022-04-06 04:12:48
353,Saldanha,-33.0117,17.9442,59.7,81,51,7.38,ZA,2022-04-06 04:12:48
354,Axim,4.8699,-2.2405,80.26,85,55,6.35,GH,2022-04-06 04:12:49
355,Necochea,-38.5473,-58.7368,61.56,60,9,11.74,AR,2022-04-06 04:12:49
356,Katherine,-14.4667,132.2667,97.12,36,75,5.75,AU,2022-04-06 04:12:50
357,Chake Chake,-5.2459,39.7666,80.64,75,22,3.36,TZ,2022-04-06 04:12:50
358,Prince Rupert,54.3161,-130.3201,37.49,93,100,3.44,CA,2022-04-06 04:12:51
359,Rantepao,-2.9701,119.8978,79.09,74,98,2.66,ID,2022-04-06 04:12:52
360,Rawson,-43.3002,-65.1023,67.15,45,97,18.45,AR,2022-04-06 04:10:55
361,Tandalti,13.0167,31.8667,78.17,18,0,2.64,SD,2022-04-06 04:12:52
362,Popondetta,-8.7537,148.2534,87.85,58,63,7.2,PG,2022-04-06 04:12:53
363,Calama,-22.4667,-68.9333,55.89,12,40,3.44,CL,2022-04-06 04:12:53
364,Acurenam,1.0322,10.6488,68.43,99,100,3.15,GQ,2022-04-06 04:12:54
365,Palana,59.1167,159.9667,25.32,86,96,8.95,RU,2022-04-06 04:12:54
366,Talnakh,69.4865,88.3972,18.23,80,100,9.35,RU,2022-04-06 04:12:55
367,La Ciotat,43.1748,5.6045,45.81,48,99,6.02,FR,2022-04-06 04:12:56
368,Inhambane,-23.865,35.3833,75.29,87,1,5.35,MZ,2022-04-06 04:12:56
369,Kudahuvadhoo,2.6708,72.8944,82.96,67,9,1.23,MV,2022-04-06 04:13:27
370,Takhli,15.2634,100.3438,93.67,35,22,11.79,TH,2022-04-06 04:13:27
371,Itoman,26.1247,127.6694,73.78,46,40,12.66,JP,2022-04-06 04:13:28
372,Andenes,69.3143,16.1194,33.78,69,40,27.63,NO,2022-04-06 04:13:28
373,Narasannapeta,18.4167,84.05,87.78,57,26,8.14,IN,2022-04-06 04:13:29
374,Atar,20.5169,-13.0499,68.83,37,2,11.48,MR,2022-04-06 04:13:29
375,Tecpan,14.7623,-90.9947,60.89,94,85,2.73,GT,2022-04-06 04:13:30
376,Whitehorse,60.7161,-135.0538,29.1,87,10,8.25,CA,2022-04-06 04:13:31
377,Moron,-34.6534,-58.6198,64.15,73,0,5.44,AR,2022-04-06 04:13:31
378,Arman,59.7,150.1667,28.02,62,100,11.1,RU,2022-04-06 04:13:31
379,Araouane,18.9048,-3.5265,80.35,17,1,11.32,ML,2022-04-06 04:13:32
380,Sabang,5.8933,95.3214,80.87,73,100,16.2,ID,2022-04-06 04:13:32
381,Muisne,0.6,-80.0333,77.63,87,94,5.73,EC,2022-04-06 04:13:33
382,Kamenka,51.3223,42.7678,37.27,71,100,14.88,RU,2022-04-06 04:13:33
383,Am Timan,11.0297,20.2827,84.27,33,5,7.47,TD,2022-04-06 04:13:33
384,Maua,-23.6678,-46.4614,69.37,95,94,4.09,BR,2022-04-06 04:13:34
385,Biltine,14.5333,20.9167,86.32,12,0,16.84,TD,2022-04-06 04:13:34
386,Hobyo,5.3505,48.5268,81.91,68,21,11.83,SO,2022-04-06 04:13:35
387,San Jeronimo,-11.9472,-75.2829,47.39,86,61,2.17,PE,2022-04-06 04:13:35
388,Havoysund,70.9963,24.6622,32.23,78,100,30.51,NO,2022-04-06 04:13:36
389,Nelson,-41.2833,173.2833,69.69,86,100,1.99,NZ,2022-04-06 04:13:36
390,Lompoc,34.6391,-120.4579,73.54,80,0,24.0,US,2022-04-06 04:09:30
391,Kieta,-6.2167,155.6333,82.09,85,98,8.66,PG,2022-04-06 04:13:37
392,Hay River,60.8156,-115.7999,20.64,91,99,0.31,CA,2022-04-06 04:13:37
393,Les Herbiers,46.8667,-1.0167,47.91,98,100,4.59,FR,2022-04-06 04:13:38
394,La Ronge,55.1001,-105.2842,33.71,91,100,7.94,CA,2022-04-06 04:13:38
395,Beringovskiy,63.05,179.3167,8.64,79,14,2.62,RU,2022-04-06 04:13:39
396,Tilichiki,60.4667,166.1,17.04,80,64,6.87,RU,2022-04-06 04:13:39
397,Visby,57.6409,18.296,34.02,69,0,16.11,SE,2022-04-06 04:13:40
398,Kataysk,56.289,62.5841,31.96,73,43,12.75,RU,2022-04-06 04:13:40
399,Ayr,55.4627,-4.6339,46.38,81,75,16.11,GB,2022-04-06 04:11:42
400,Sindor,62.8629,51.8905,17.2,91,63,6.4,RU,2022-04-06 04:13:41
401,Sawakin,19.1059,37.3321,77.29,57,0,6.15,SD,2022-04-06 04:10:18
402,Fomboni,-12.28,43.7425,82.44,73,3,4.27,KM,2022-04-06 04:13:42
403,Cabo San Lucas,22.8909,-109.9124,70.52,69,0,1.01,MX,2022-04-06 04:11:39
404,Chulman,56.8479,124.9104,14.63,83,100,14.54,RU,2022-04-06 04:13:42
405,Godda,24.8333,87.2167,92.79,36,1,5.17,IN,2022-04-06 04:13:42
406,Kulhudhuffushi,6.6221,73.07,82.94,68,16,1.25,MV,2022-04-06 04:13:43
407,Dovers,12.8833,-61.1833,78.84,68,50,19.04,VC,2022-04-06 04:13:44
408,Pailon,-17.65,-62.75,74.3,80,1,2.33,BO,2022-04-06 04:13:44
409,Mattru,7.6244,-11.8332,76.41,83,73,2.53,SL,2022-04-06 04:13:45
410,Chicama,-7.8447,-79.1469,64.94,77,50,6.96,PE,2022-04-06 04:13:45
411,Andros Town,24.7,-77.7667,76.96,83,19,13.85,BS,2022-04-06 04:13:46
412,Methoni,36.8197,21.7049,57.22,85,0,6.67,GR,2022-04-06 04:13:46
413,Keetmanshoop,-26.5833,18.1333,55.29,60,0,2.46,NA,2022-04-06 04:14:17
414,Strelka,58.0728,93.0344,39.81,100,100,5.77,RU,2022-04-06 04:14:18
415,Christchurch,-43.5333,172.6333,64.0,79,100,4.61,NZ,2022-04-06 04:13:52
416,Tirumullaivasal,11.2333,79.8333,86.97,61,9,1.28,IN,2022-04-06 04:14:18
417,Huambo,-12.7761,15.7392,60.78,92,95,1.39,AO,2022-04-06 04:14:19
418,Yangambi,0.8102,24.4336,69.51,99,100,0.81,CD,2022-04-06 04:14:19
419,Coari,-4.085,-63.1414,73.94,98,95,1.28,BR,2022-04-06 04:14:20
420,Sorland,67.667,12.6934,33.06,66,100,17.09,NO,2022-04-06 04:14:21
421,Matamoros,25.5333,-103.25,75.31,12,0,0.0,MX,2022-04-06 04:10:11
422,Zhezkazgan,47.8043,67.7144,44.58,70,20,8.95,KZ,2022-04-06 04:14:22
423,Flinders,-34.5833,150.8552,67.28,92,100,6.53,AU,2022-04-06 04:14:22
424,Baghdad,33.3406,44.4009,64.31,39,0,3.44,IQ,2022-04-06 04:11:37
425,Veseloyarsk,51.2836,81.1056,54.14,52,81,13.27,RU,2022-04-06 04:14:22
426,Svetlaya,46.5389,138.3297,37.04,49,18,17.56,RU,2022-04-06 04:14:23
427,Dotnuva,55.35,23.9,32.22,94,98,12.86,LT,2022-04-06 04:14:23
428,Erdenet,49.0333,104.0833,52.14,33,15,9.06,MN,2022-04-06 04:14:24
429,Doka,13.5167,35.7667,85.59,20,0,5.39,SD,2022-04-06 04:14:24
430,Severo-Kurilsk,50.6789,156.125,36.25,94,55,6.02,RU,2022-04-06 04:14:25
431,Saint-Joseph,-21.3667,55.6167,77.38,85,97,12.39,RE,2022-04-06 04:14:25
432,Ust-Barguzin,53.45,108.9833,30.13,73,98,1.74,RU,2022-04-06 04:14:26
433,Bosaso,11.2842,49.1816,79.47,56,0,11.05,SO,2022-04-06 04:14:26
434,Hofn,64.2539,-15.2082,31.23,61,33,21.59,IS,2022-04-06 04:14:27
435,Solwezi,-12.1688,26.3894,60.46,97,100,2.06,ZM,2022-04-06 04:14:27
436,San Jose,37.3394,-121.895,60.44,59,0,10.36,US,2022-04-06 04:10:47
437,Bandarbeyla,9.4942,50.8122,79.66,69,1,6.96,SO,2022-04-06 04:14:27
438,Marrakesh,31.6315,-8.0083,51.87,87,75,5.75,MA,2022-04-06 04:11:45
439,Oksfjord,70.2396,22.3479,30.27,90,100,12.8,NO,2022-04-06 04:14:28
440,Morant Bay,17.8815,-76.4093,77.7,86,55,8.14,JM,2022-04-06 04:14:28
441,Namatanai,-3.6667,152.4333,78.78,87,100,11.14,PG,2022-04-06 04:14:29
442,Divnomorskoye,44.5011,38.1353,44.69,79,71,4.27,RU,2022-04-06 04:14:29
443,Milkovo,54.7167,158.6167,41.88,66,50,2.26,RU,2022-04-06 04:14:30
444,Fonte Boa,-2.4959,-66.2662,71.78,99,100,0.87,BR,2022-04-06 04:14:30
445,Florianopolis,-27.6146,-48.5012,71.37,87,75,4.61,BR,2022-04-06 04:14:31
446,Amga,60.8953,131.9608,19.09,83,100,8.81,RU,2022-04-06 04:14:32
447,Trairi,-3.2778,-39.2689,74.32,92,23,6.06,BR,2022-04-06 04:14:32
448,Ostrovnoy,68.0531,39.5131,22.8,89,100,17.52,RU,2022-04-06 04:14:33
449,Byron Bay,-28.65,153.6167,74.71,79,30,9.1,AU,2022-04-06 04:14:33
450,Maryville,35.7565,-83.9705,59.25,88,75,9.22,US,2022-04-06 04:14:34
451,Karratha,-20.7377,116.8463,95.25,34,4,6.02,AU,2022-04-06 04:14:34
452,Paramonga,-10.6667,-77.8333,69.04,87,35,7.74,PE,2022-04-06 04:14:35
453,Dolores Hidalgo,21.1561,-100.9308,63.5,17,7,5.97,MX,2022-04-06 04:14:35
454,Jieshi,22.8134,115.8257,78.94,57,10,10.42,CN,2022-04-06 04:14:36
455,San Luis,-33.295,-66.3356,62.26,59,0,9.86,AR,2022-04-06 04:14:36
456,Khandyga,62.6667,135.6,20.53,76,100,7.16,RU,2022-04-06 04:14:37
457,Isangel,-19.55,169.2667,80.06,81,100,6.04,VU,2022-04-06 04:14:37
458,Nishihara,26.1842,127.7558,73.06,46,40,13.8,JP,2022-04-06 04:15:08
459,La Rioja,42.25,-2.5,28.18,84,99,4.76,ES,2022-04-06 04:15:08
460,Seka,17.9285,103.9552,88.02,42,96,3.42,TH,2022-04-06 04:15:09
461,Gilbues,-9.8317,-45.3439,74.75,56,7,2.17,BR,2022-04-06 04:15:09
462,Vestmannaeyjar,63.4427,-20.2734,31.32,61,39,29.53,IS,2022-04-06 04:15:10
463,Los Llanos De Aridane,28.6585,-17.9182,56.95,71,75,9.22,ES,2022-04-06 04:15:10
464,Norman Wells,65.282,-126.8329,15.84,45,40,4.61,CA,2022-04-06 04:15:11
465,Malakal,9.5334,31.6605,84.63,42,4,4.65,SS,2022-04-06 04:15:11
466,Pergamino,-33.89,-60.5736,54.18,63,0,7.9,AR,2022-04-06 04:15:12
467,Diplo,24.4667,69.584,92.75,24,64,15.55,PK,2022-04-06 04:15:13
468,Saquarema,-22.92,-42.5103,74.53,91,19,7.23,BR,2022-04-06 04:15:13
469,Nedjo,9.5046,35.5019,63.12,65,57,1.57,ET,2022-04-06 04:15:13
470,Kombissiri,12.0656,-1.3375,85.98,40,9,7.27,BF,2022-04-06 04:15:14
471,Sibolga,1.7427,98.7792,85.57,60,92,4.38,ID,2022-04-06 04:15:15
472,Abonnema,4.7084,6.7931,79.11,86,100,3.96,NG,2022-04-06 04:15:17
473,Whyalla,-33.0333,137.5833,69.69,68,14,19.57,AU,2022-04-06 04:15:17
474,Kiruna,67.8557,20.2251,22.12,93,100,16.11,SE,2022-04-06 04:15:18
475,Veglie,40.3351,17.9652,44.15,100,20,3.44,IT,2022-04-06 04:15:18
476,Shimoda,34.6667,138.95,66.56,61,99,13.65,JP,2022-04-06 04:15:19
477,Kashi,39.4547,75.9797,68.74,16,0,3.22,CN,2022-04-06 04:15:19
478,Muravlenko,63.7898,74.523,19.98,89,100,31.27,RU,2022-04-06 04:15:20
479,Goderich,43.7501,-81.7165,45.91,70,100,16.11,CA,2022-04-06 04:15:20
480,Dunedin,-45.8742,170.5036,57.79,50,36,21.0,NZ,2022-04-06 04:15:21
481,Tadine,-21.55,167.8833,75.06,91,100,15.73,NC,2022-04-06 04:15:22
482,Magistralnyy,56.1725,107.4458,32.56,77,100,7.4,RU,2022-04-06 04:15:22
483,Koindu,8.4386,-10.3253,70.66,98,36,2.48,GN,2022-04-06 04:15:23
484,Lavrentiya,65.5833,-171.0,-1.14,86,2,4.41,RU,2022-04-06 04:15:23
485,Challapata,-18.9,-66.7667,51.44,65,73,2.93,BO,2022-04-06 04:15:24
486,Diu,20.7141,70.9822,88.72,38,34,6.06,IN,2022-04-06 04:15:24
487,Poltava,49.5937,34.5407,40.3,86,99,11.45,UA,2022-04-06 04:15:25
488,Ugoofaaru,5.6667,73.0,82.87,67,10,2.17,MV,2022-04-06 04:15:25
489,Ukiah,39.1502,-123.2078,51.37,78,2,3.8,US,2022-04-06 04:12:59
490,Fare,-16.7,-151.0167,82.67,77,5,20.76,PF,2022-04-06 04:15:26
491,Rosarito,32.3333,-117.0333,64.08,74,1,2.33,MX,2022-04-06 04:15:26
492,Fort Frances,48.5999,-93.4003,34.16,67,100,11.5,CA,2022-04-06 04:15:26
493,Maragogi,-9.0122,-35.2225,76.32,86,92,3.38,BR,2022-04-06 04:15:27
494,Luwingu,-10.2621,29.9271,60.12,97,95,2.28,ZM,2022-04-06 04:15:27
495,Bubaque,11.2833,-15.8333,77.13,68,4,8.63,GW,2022-04-06 04:15:28
496,Cayenne,4.9333,-52.3333,80.1,1,75,7.0,GF,2022-04-06 04:15:21
497,Orlik,52.5178,99.825,39.11,81,61,3.15,RU,2022-04-06 04:15:28
498,Ancud,-41.8697,-73.8203,58.23,91,100,18.25,CL,2022-04-06 04:15:29
499,Svetlyy,54.675,20.1347,35.96,88,100,9.71,RU,2022-04-06 04:15:29
500,Conde,-7.2597,-34.9075,74.66,88,0,4.61,BR,2022-04-06 04:15:30
501,Xixiang,35.1628,112.865,73.63,39,0,9.17,CN,2022-04-06 04:15:30
502,Poddorye,57.4695,31.1156,25.23,88,60,9.69,RU,2022-04-06 04:15:31
503,Otradnoye,59.7775,30.8181,26.56,85,100,9.17,RU,2022-04-06 04:15:31
504,Tarko-Sale,64.9225,77.785,26.24,86,100,28.81,RU,2022-04-06 04:15:32
505,Manoel Urbano,-8.8389,-69.2597,75.47,84,92,1.21,BR,2022-04-06 04:15:33
506,Berlevag,70.8578,29.0864,30.2,86,100,27.74,NO,2022-04-06 04:15:33
507,Port Blair,11.6667,92.75,84.24,74,20,5.75,IN,2022-04-06 04:16:04
508,Bend,44.0582,-121.3153,35.82,67,0,1.01,US,2022-04-06 04:11:16
509,Torbat-E Jam,35.244,60.6225,68.94,31,76,0.72,IR,2022-04-06 04:16:04
510,Eydhafushi,5.1033,73.0708,83.28,66,14,3.42,MV,2022-04-06 04:16:05
511,Saint-Francois,46.4154,3.9054,47.64,93,75,1.14,FR,2022-04-06 04:16:06
512,Vryburg,-26.9566,24.7284,51.62,51,0,6.06,ZA,2022-04-06 04:16:06
513,Fortuna,40.5982,-124.1573,49.66,88,0,9.22,US,2022-04-06 04:16:07
514,Pedernales,18.0384,-71.744,77.85,72,35,4.63,DO,2022-04-06 04:16:07
515,Herat,34.5,62.0,80.08,9,28,7.58,AF,2022-04-06 04:16:08
516,Sinop,41.7711,34.8709,43.86,94,82,1.34,TR,2022-04-06 04:14:27
517,Dudinka,69.4058,86.1778,20.75,86,100,16.28,RU,2022-04-06 04:16:09
518,Mayo,38.8876,-76.5119,54.95,95,100,10.36,US,2022-04-06 04:16:09
519,Madison Heights,42.4859,-83.1052,47.14,81,0,6.91,US,2022-04-06 04:16:10
520,Vizianagaram,18.1167,83.4167,87.31,51,34,4.99,IN,2022-04-06 04:16:10
521,Nsanje,-16.92,35.262,73.76,97,97,1.77,MW,2022-04-06 04:16:11
522,Zunyi,27.6867,106.9072,64.9,56,100,6.08,CN,2022-04-06 04:16:12
523,Katobu,-4.9408,122.5276,87.69,57,94,7.74,ID,2022-04-06 04:16:12
524,Ruwi,23.5996,58.5507,80.29,44,8,4.54,OM,2022-04-06 04:16:13
525,Alofi,-19.0595,-169.9187,82.29,74,94,4.61,NU,2022-04-06 04:16:13
526,Glossa,35.4717,23.7763,57.09,78,0,8.68,GR,2022-04-06 04:16:13
527,Tezu,27.9167,96.1667,69.4,87,100,2.86,IN,2022-04-06 04:16:14
528,Longyan,25.1072,117.0225,77.02,49,20,2.08,CN,2022-04-06 04:16:15
529,Halifax,44.6453,-63.5724,34.52,71,4,5.3,CA,2022-04-06 04:12:09
530,Santa Maria,-29.6842,-53.8069,63.25,95,74,6.26,BR,2022-04-06 04:12:11
531,Omsukchan,62.5333,155.8,13.21,83,100,5.12,RU,2022-04-06 04:16:16
532,Belyy Yar,53.6039,91.3903,53.49,52,0,4.47,RU,2022-04-06 04:12:36
533,Mana,5.6592,-53.7767,76.19,89,89,8.68,GF,2022-04-06 04:16:17
534,Solnechnyy,50.7214,136.6319,29.34,68,100,12.08,RU,2022-04-06 04:16:17
535,Tahe,52.3333,124.7333,26.92,46,53,15.39,CN,2022-04-06 04:16:17
536,Atasu,48.6814,71.6433,42.69,75,93,12.88,KZ,2022-04-06 04:16:18
537,Margate,51.3813,1.3862,49.3,80,96,1.99,GB,2022-04-06 04:16:18
538,Semey,50.4111,80.2275,64.62,36,0,8.95,KZ,2022-04-06 04:16:19
539,Khani,41.9563,42.9566,40.57,85,98,2.35,GE,2022-04-06 04:16:19
540,Carauari,-4.8828,-66.8958,72.25,99,92,1.23,BR,2022-04-06 04:16:19
541,Coahuayana,18.7333,-103.6833,67.33,88,24,3.0,MX,2022-04-06 04:16:20
542,Urumqi,43.801,87.6005,70.75,16,0,4.47,CN,2022-04-06 04:14:02
543,Kungurtug,50.5994,97.5228,45.39,62,59,1.36,RU,2022-04-06 04:16:21
544,Colesberg,-30.72,25.0972,48.34,65,0,5.57,ZA,2022-04-06 04:16:22
545,Bima,-8.4667,118.7167,89.02,55,55,3.58,ID,2022-04-06 04:16:22
546,Itacare,-14.2775,-38.9967,74.64,89,6,3.36,BR,2022-04-06 04:16:23
547,Trelleborg,55.3751,13.1569,35.55,74,100,6.08,SE,2022-04-06 04:16:23
548,Riyadh,24.6877,46.7219,71.74,11,0,5.37,SA,2022-04-06 04:12:36
549,Dillingen,49.35,6.7333,49.1,91,100,7.36,DE,2022-04-06 04:16:24
550,Astoria,46.1879,-123.8313,42.85,81,0,3.44,US,2022-04-06 04:16:24
551,Broken Hill,-31.95,141.4333,79.12,28,32,8.28,AU,2022-04-06 04:16:25
552,Maumere,-8.6199,122.2111,85.1,64,97,3.13,ID,2022-04-06 04:16:25
553,Kirakira,-10.4544,161.9205,79.75,90,98,11.27,SB,2022-04-06 04:16:25
554,Nikolsk,53.7189,46.0712,33.48,97,100,16.22,RU,2022-04-06 04:16:56
555,Macas,-2.3167,-78.1167,65.64,97,57,3.4,EC,2022-04-06 04:16:56
556,Nara,34.6851,135.8049,70.5,25,55,9.82,JP,2022-04-06 04:16:57
557,Palm Beach,26.6503,-80.4498,79.0,91,82,6.46,US,2022-04-06 04:16:58
558,Seoul,37.5683,126.9778,63.79,22,2,7.81,KR,2022-04-06 04:13:41
